id,url,nombre,precio,precio_por,marca,categoria,imagen
VC4A-5182760,https://www.carrefour.es/supermercado/fregona-trenzada-carrefour-bicolor/R-prod810073/p,Fregona Trenzada CARREFOUR - Bicolor,1.99,1.99 €/ud,,Fregonas,https://static.carrefour.es/hd_350x_/img_pim_food/017896_00_1.jpg
2011985938,https://www.carrefour.es/supermercado/fregona-super-30-microfibras-vileda/R-521007641/p,Fregona Super +30% Microfibras VILEDA,3.49,3.49 €/ud,,Fregonas,https://static.carrefour.es/hd_350x_/img_pim_food/008129_00_1.jpg
VC4A-22743145,https://www.carrefour.es/supermercado/set-2-fregonas-carrefour-home-amarillas/R-527031208/p,Set 2 Fregonas CARREFOUR HOME - Amarillas,1.99,0.99 €/ud,,Fregonas,https://static.carrefour.es/hd_350x_/img_pim_food/588086_00_1.jpg
VC4A-11911182,https://www.carrefour.es/supermercado/fregona-de-microfibra-vileda-super/R-VC4AECOMM-572677/p,Fregona de Microfibra VILEDA Super,5.79,5.79 €/ud,,Fregonas,https://static.carrefour.es/hd_350x_/img_pim_food/572677_00_1.jpg
VC4A-3195103,https://www.carrefour.es/supermercado/fregona-microfibra-poliester-vileda-premium-2-en-1/R-prod550372/p,Fregona Microfibra Poliéster VILEDA Premium 2 en 1 ,5.19,5.19 €/ud,,Fregonas,https://static.carrefour.es/hd_350x_/img_pim_food/836288_00_1.jpg
2011985970,https://www.carrefour.es/supermercado/fregona-de-tiras-algodon-vileda-universal/R-609800762/p,Fregona de Tiras Algodón VILEDA Universal,3.29,3.29 €/ud,,Fregonas,https://static.carrefour.es/hd_350x_/img_pim_food/127487_00_1.jpg
VC4A-4887146,https://www.carrefour.es/supermercado/fregona-hilo-superabsorbente-kh7-blanco/R-fprod1220406/p,Fregona Hilo Superabsorbente KH7 - Blanco,2.99,2.99 €/ud,,Fregonas,https://static.carrefour.es/hd_350x_/img_pim_food/278315_00_1.jpg
2028814368,https://www.carrefour.es/supermercado/recambio-fregona-microfibra-vileda-turbo-refill-2-en-1/R-843302559/p,Recambio Fregona Microfibra VILEDA Turbo Refill 2 en 1,10.39,10.39 €/ud,,Fregonas,https://static.carrefour.es/hd_350x_/img_pim_food/985348_00_1.jpg
VC4A-7926920,https://www.carrefour.es/supermercado/fregona-tiras-de-microfibra-kh7-amarillo/R-fprod1220403/p,Fregona tiras de microfibra KH7 - Amarillo,5.25,5.25 €/ud,,Fregonas,https://static.carrefour.es/hd_350x_/img_pim_food/278303_00_1.jpg
VC4A-4887159,https://www.carrefour.es/supermercado/fregona-ultra-resistente-kh7-lila/R-fprod1220399/p,Fregona ultra Resistente KH7 - Lila,4.29,4.29 €/ud,,Fregonas,https://static.carrefour.es/hd_350x_/img_pim_food/278309_00_1.jpg
VC4A-12073793,https://www.carrefour.es/supermercado/fregona-tubular-microfibra-rozenbal-azul/R-VC4AECOMM-575229/p,Fregona Tubular Microfibra ROZENBAL - Azul,4.59,4.59 €/ud,,Fregonas,https://static.carrefour.es/hd_350x_/img_pim_food/575229_00_1.jpg
2025963058,https://www.carrefour.es/supermercado/fregona-de-microfibra-scotch-brite-ultrasec-verde/R-526548127/p,Fregona de Microfibra SCOTCH BRITE Ultrasec - Verde,3.19,3.19 €/ud,,Fregonas,https://static.carrefour.es/hd_350x_/img_pim_food/507511_00_1.jpg
2007970434,https://www.carrefour.es/supermercado/fregona-sintetica-ballerina-la-original-amarilla/R-790069052/p,Fregona Sintética BALLERINA La Original - Amarilla,4.79,4.79 €/ud,,Fregonas,https://static.carrefour.es/hd_350x_/img_pim_food/761969_00_1.jpg
VC4A-7213864,https://www.carrefour.es/supermercado/fregona-microfibras-spontex-mosaik-lila/R-prod1140198/p,Fregona Microfibras  SPONTEX Mosaik.- Lila,5.39,5.39 €/ud,,Fregonas,https://static.carrefour.es/hd_350x_/img_pim_food/198151_00_1.jpg
VC4AECOMM-272188,https://www.carrefour.es/supermercado/fregona-microfibra-vileda-eco/R-VC4AECOMM-272188/p,Fregona Microfibra VILEDA Eco,4.15,4.15 €/ud,,Fregonas,https://static.carrefour.es/hd_350x_/img_pim_food/272188_00_1.jpg
VC4A-4887059,https://www.carrefour.es/supermercado/fregona-microfibra-secado-rapido-kh7-naranja/R-fprod1220430/p,Fregona Microfibra Secado Rápido KH7 - Naranja,4.19,4.19 €/ud,,Fregonas,https://static.carrefour.es/hd_350x_/img_pim_food/278249_00_1.jpg
2015241334,https://www.carrefour.es/supermercado/2-fregonas-extra-spontex-blanco/R-835752375/p,2 Fregonas  Extra SPONTEX  - Blanco,6.59,3.29 €/ud,,Fregonas,https://static.carrefour.es/hd_350x_/img_pim_food/972504_00_1.jpg
VC4AECOMM-675904,https://www.carrefour.es/supermercado/mascarilla-quirurgica-desechable-tipo-iir-negras-para-adulto-soft-carrefour-pack-de-10-ud/R-VC4AECOMM-675904/p,Mascarilla quirúrgica desechable tipo IIR negras para adulto Soft Carrefour pack de 10 ud.,0.95,0.09 €/ud,Carrefour,Mascarillas,https://static.carrefour.es/hd_350x_/img_pim_food/675904_00_1.jpg
VC4AECOMM-624610,https://www.carrefour.es/supermercado/mascarillas-quirurgicas-iir-desechables-para-adulto-soft-carrefour-pack-de-10-ud/R-VC4AECOMM-624610/p,Mascarillas quirúrgicas IIR desechables para adulto Soft Carrefour pack de 10 ud.,0.95,0.09 €/ud,Carrefour,Mascarillas,https://static.carrefour.es/hd_350x_/img_pim_food/624610_00_1.jpg
VC4AECOMM-675898,https://www.carrefour.es/supermercado/mascarilla-quirurgica-desechable-tipo-iir-infantiles-soft-carrefour-pack-de-10-ud/R-VC4AECOMM-675898/p,Mascarilla quirúrgica desechable tipo IIR infantiles Soft Carrefour pack de 10 ud.,0.95,0.09 €/ud,Carrefour,Mascarillas,https://static.carrefour.es/hd_350x_/img_pim_food/675898_00_1.jpg
VC4AECOMM-253575,https://www.carrefour.es/supermercado/harina-de-trigo-classic-carrefour-1-kg/R-VC4AECOMM-253575/p,Harina de trigo Classic Carrefour 1 kg.,0.65,0.65 €/kg,Carrefour,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/253575_00_1.jpg
521005396,https://www.carrefour.es/supermercado/harina-de-trigo-gallo-1-kg/R-521005396/p,Harina de trigo Gallo 1 kg.,1.29,1.29 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/002267_00_1.jpg
805763827,https://www.carrefour.es/supermercado/levadura-fresca-levanova-sin-gluten-pack-de-2-sobres-de-25-g/R-805763827/p,Levadura fresca Levanova sin gluten pack de 2 sobres de 25 g. ,0.49,9.80 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/924982_00_1.jpg
590212127,https://www.carrefour.es/supermercado/harina-de-maiz-randimpak-1-kg/R-590212127/p,Harina de maíz Randimpak 1 kg.,2.69,2.69 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/385434_00_1.jpg
prod540112,https://www.carrefour.es/supermercado/harina-de-trigo-carrefour-2-kg/R-prod540112/p,Harina de trigo Carrefour 2 kg.,1.41,0.70 €/kg,Carrefour,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/835041_00_1.jpg
791104630,https://www.carrefour.es/supermercado/harina-de-maiz-fina-maizena-sin-gluten-400-g/R-791104630/p,Harina de maíz fina Maizena sin gluten 400 g.,3.29,8.22 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/886576_00_1.jpg
VC4AECOMM-253580,https://www.carrefour.es/supermercado/harina-de-trigo-especial-reposteria-original-carrefour-1-kg/R-VC4AECOMM-253580/p,Harina de trigo especial repostería Original Carrefour 1 kg.,1.23,1.23 €/kg,Carrefour,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/253580_00_1.jpg
VC4AECOMM-034554,https://www.carrefour.es/supermercado/harina-integral-de-trigo-classic-carrefour-1-kg/R-VC4AECOMM-034554/p,Harina integral de trigo Classic Carrefour 1 kg.,1.09,1.09 €/kg,Carrefour,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/034554_00_1.jpg
803403916,https://www.carrefour.es/supermercado/harina-de-fuerza-de-trigo-gallo-1-kg/R-803403916/p,Harina de fuerza de trigo Gallo 1 kg.,1.99,1.99 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/913327_00_1.jpg
fprod1480321,https://www.carrefour.es/supermercado/harina-de-avena-integral-carrefour-500-g/R-fprod1480321/p,Harina de avena integral Carrefour 500 g.,1.3,2.60 €/kg,Carrefour,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/414666_00_1.jpg
785714946,https://www.carrefour.es/supermercado/harina-especial-para-bizcochos-gallo-1-kg/R-785714946/p,Harina especial para bizcochos Gallo 1 kg.,1.95,1.95 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/876614_00_1.jpg
638702041,https://www.carrefour.es/supermercado/harina-de-maiz-randimpak-sin-gluten-1-kg/R-638702041/p,Harina de maíz Randimpak sin gluten 1 kg.,2.69,2.69 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/535019_00_1.jpg
prod540140,https://www.carrefour.es/supermercado/harina-de-espelta-integral-carrefour-1-kg/R-prod540140/p,Harina de espelta integral Carrefour 1 kg.,1.42,1.42 €/kg,Carrefour,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/835026_00_1.jpg
VC4AECOMM-034885,https://www.carrefour.es/supermercado/harina-especial-amasar-pizza-original-carreofur-1-kg/R-VC4AECOMM-034885/p,Harina especial amasar pizza Original Carreofur 1 kg.,1.69,1.69 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/034885_00_1.jpg
prod960041,https://www.carrefour.es/supermercado/harina-de-garbanzo-carrefour-sin-gluten-500-g/R-prod960041/p,Harina de garbanzo Carrefour sin gluten 500 g.,1.99,3.98 €/kg,Carrefour,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/049548_00_1.jpg
fprod1480207,https://www.carrefour.es/supermercado/harina-de-maiz-fina-sin-gluten-carrefour-400-g/R-fprod1480207/p,Harina de maiz fina sin gluten Carrefour 400 g.,1.2,3 €/kg,Carrefour,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/413401_00_1.jpg
VC4AECOMM-170313,https://www.carrefour.es/supermercado/harina-de-trigo-de-fuerza-santa-rita-1-kg/R-VC4AECOMM-170313/p,Harina de trigo de fuerza Santa Rita 1 kg.,1.62,1.62 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/170313_00_1.jpg
prod960036,https://www.carrefour.es/supermercado/harina-de-arroz-carrefour-sin-gluten-500-g/R-prod960036/p,Harina de arroz Carrefour sin gluten 500 g.,1.28,2.56 €/kg,Carrefour,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/049574_00_1.jpg
VC4AECOMM-712185,https://www.carrefour.es/supermercado/preparado-panificable-extra-carrefour-no-gluten-sin-gluten-y-sin-lactosa-850-g/R-VC4AECOMM-712185/p,Preparado panificable Extra Carrefour No Gluten sin gluten y sin lactosa 850 g.,2.15,2.53 €/kg,Carrefour,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/712185_00_1.jpg
prod960035,https://www.carrefour.es/supermercado/harina-de-maiz-carrefour-sin-gluten-500-g/R-prod960035/p,Harina de maíz Carrefour sin gluten 500 g.,1.92,3.84 €/kg,Carrefour,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/049575_00_1.jpg
522713657,https://www.carrefour.es/supermercado/harina-de-maiz-fina-maizena-sin-gluten-700-g/R-522713657/p,Harina de maíz fina Maizena sin gluten 700 g.,4.79,6.84 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/002052_00_1.jpg
728807127,https://www.carrefour.es/supermercado/harina-de-trigo-integral-gallo-nature-1-kg/R-728807127/p,Harina de trigo integral Gallo Nature 1 kg.,1.94,1.94 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/673965_00_1.jpg
651402442,https://www.carrefour.es/supermercado/preparado-para-pan-schar-sin-gluten-y-sin-lactosa-1-kg/R-651402442/p,Preparado para pan Schär sin gluten y sin lactosa 1 kg.,5.49,5.49 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/814918_00_1.jpg
521005411,https://www.carrefour.es/supermercado/harina-fritos-y-rebozados-gallo-1-kg/R-521005411/p,Harina fritos y rebozados Gallo 1 kg.,1.66,1.66 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/020752_00_1.jpg
VC4AECOMM-034771,https://www.carrefour.es/supermercado/harina-especial-para-fritos-y-rebozados-original-carrefour-1-kg/R-VC4AECOMM-034771/p,Harina especial para fritos y rebozados Original Carrefour 1 kg.,1.4,1.40 €/kg,Carrefour,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/034771_00_1.jpg
VC4AECOMM-105000,https://www.carrefour.es/supermercado/harina-integral-de-centeno-ecologica-carrefour-bio-1-kg/R-VC4AECOMM-105000/p,Harina integral de centeno ecológica Carrefour Bio 1 kg.,2.45,2.45 €/kg,Carrefour,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/105000_00_1.jpg
VC4AECOMM-104887,https://www.carrefour.es/supermercado/harina-integral-de-espelta-ecologica-carrefour-bio-1-kg/R-VC4AECOMM-104887/p,Harina integral de espelta ecológica Carrefour Bio 1 kg.,3.39,3.39 €/kg,Carrefour,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/104887_00_1.jpg
800055834,https://www.carrefour.es/supermercado/polenta-instantanea-dona-petrona-500-g/R-800055834/p,Polenta instantánea Doña Petrona 500 g.,2.35,4.70 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/779024_00_1.jpg
590206003,https://www.carrefour.es/supermercado/harina-de-trigo-sarraceno-ecologica-ecocesta-500-g/R-590206003/p,Harina de trigo sarraceno ecológica Ecocesta 500 g.,4.65,9.30 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/185319_00_1.jpg
prod1160911,https://www.carrefour.es/supermercado/harina-de-trigo-espelta-integral-gallo-nature-1-kg/R-prod1160911/p,Harina de trigo espelta integral Gallo Nature 1 kg.,2.75,2.75 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/208991_00_1.jpg
VC4AECOMM-024548,https://www.carrefour.es/supermercado/harina-integral-de-centeno-carrefour-extra-1-kg/R-VC4AECOMM-024548/p,Harina integral de centeno Carrefour Extra 1 kg.,2.49,2.49 €/kg,Carrefour,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/024548_00_1.jpg
VC4AECOMM-426622,https://www.carrefour.es/supermercado/harina-de-coco-ecologica-amandin-400-g/R-VC4AECOMM-426622/p,Harina de coco ecológica Amandin 400 g.,2.75,6.87 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/426622_00_1.jpg
prod221422,https://www.carrefour.es/supermercado/harina-especial-para-rebozar-sin-huevo-original-carrefour-1-kg/R-prod221422/p,Harina especial para rebozar sin huevo Original Carrefour 1 kg.,1.78,1.78 €/kg,Carrefour,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/034617_00_1.jpg
651402444,https://www.carrefour.es/supermercado/harina-para-reposteria-schar-sin-gluten-1-kg/R-651402444/p,Harina  para repostería Schär sin gluten 1 kg.,5.69,5.69 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/814919_00_1.jpg
prod460415,https://www.carrefour.es/supermercado/harina-de-trigo-sarraceno-fina-ecologica-sarchio-sin-gluten-500-g/R-prod460415/p,Harina de trigo sarraceno fina ecológica Sarchio sin gluten 500 g.,5.69,11.38 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/826883_00_1.jpg
fprod1280503,https://www.carrefour.es/supermercado/harina-para-pan-rustico-carrefour-1-kg/R-fprod1280503/p,Harina para pan rústico Carrefour 1 kg.,2.79,2.79 €/kg,Carrefour,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/330864_00_1.jpg
VC4AECOMM-305785,https://www.carrefour.es/supermercado/harina-preparada-para-tempura-de-verduras-carnes-y-pescados-santa-rita-500-g/R-VC4AECOMM-305785/p,"Harina preparada para tempura de verduras, carnes y pescados Santa Rita 500 g.",3.29,6.58 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/305785_00_1.jpg
prod272809,https://www.carrefour.es/supermercado/levadura-deshidratada-dr-schar-sin-gluten-pack-de-2-unidades-de-10-g/R-prod272809/p,Levadura deshidratada Dr. Schär sin gluten pack de 2 unidades de 10 g.,0.99,49.50 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/815211_00_1.jpg
590205989,https://www.carrefour.es/supermercado/harina-de-garbanzos-ecologica-ecocesta-500-g/R-590205989/p,Harina de garbanzos ecológica Ecocesta 500 g.,4.59,9.18 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/185283_00_1.jpg
VC4AECOMM-510782,https://www.carrefour.es/supermercado/harina-de-maiz-fina-ecologica-maizena-sin-gluten-200-g/R-VC4AECOMM-510782/p,Harina de maíz fina ecológica Maizena sin gluten 200 g.,2.75,13.75 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/510782_00_1.jpg
VC4AECOMM-181325,https://www.carrefour.es/supermercado/polenta-express-polenta-valsugana-sin-gluten-375-g/R-VC4AECOMM-181325/p,Polenta express Polenta Valsugana sin gluten 375 g.,2.79,7.44 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/181325_00_1.jpg
VC4AECOMM-305787,https://www.carrefour.es/supermercado/harina-preparada-para-fritura-de-pescados-santa-rita-500-g/R-VC4AECOMM-305787/p,Harina preparada para fritura de pescados Santa Rita 500 g.,2.95,5.90 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/305787_00_1.jpg
590205973,https://www.carrefour.es/supermercado/harina-de-arroz-integral-ecologica-ecocesta-500-g/R-590205973/p,Harina de arroz integral ecológica Ecocesta 500 g.,4.09,8.18 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/185248_00_1.jpg
590209519,https://www.carrefour.es/supermercado/extracto-de-levadura-marmite-125-g/R-590209519/p,Extracto de levadura Marmite 125 g.,7.89,63.12 €/kg,,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/261220_00_1.jpg
VC4AECOMM-034420,https://www.carrefour.es/supermercado/harina-de-trigo-de-fuerza-original-carrefour-1-kg/R-VC4AECOMM-034420/p,Harina de trigo de fuerza Original Carrefour 1 kg.,1.15,1.15 €/kg,Carrefour,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/034420_00_1.jpg
526517353,https://www.carrefour.es/supermercado/harina-de-trigo-ecologica-carrefour-bio-1-kg/R-526517353/p,Harina de trigo ecológica Carrefour Bio 1 kg.,2.19,2.19 €/kg,Carrefour,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/066544_00_1.jpg
VC4AECOMM-104932,https://www.carrefour.es/supermercado/harina-integral-de-trigo-ecologica-carrefour-bio-1-kg/R-VC4AECOMM-104932/p,Harina integral de trigo ecológica Carrefour Bio 1 kg.,2.15,2.15 €/kg,Carrefour,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/104932_00_1.jpg
prod540134,https://www.carrefour.es/supermercado/harina-de-trigo-classic-carrefour-5-kg/R-prod540134/p,Harina de trigo Classic Carrefour 5 kg.,2.89,0.58 €/kg,Carrefour,Harinas y Levaduras,https://static.carrefour.es/hd_350x_/img_pim_food/835025_00_1.jpg
VC4AECOMM-141314,https://www.carrefour.es/supermercado/bombas-de-bano-pure-energy-idc-institute-160-g/R-VC4AECOMM-141314/p,Bombas de baño Pure Energy IDC Institute 160 g.,2.45,1.53 €/100g,,Sales de Baño,https://static.carrefour.es/hd_350x_/img_pim_food/141314_00_1.jpg
VC4AECOMM-794374,https://www.carrefour.es/supermercado/bombas-de-jabon-efervescentes-multicolor-idc-institute-pack-de-8-unidades-de-15-g/R-VC4AECOMM-794374/p,Bombas de jabón efervescentes multicolor IDC Institute pack de 8 unidades de 15 g.,2.45,2.04 €/100g,,Sales de Baño,https://static.carrefour.es/hd_350x_/img_pim_food/794374_00_1.jpg
VC4AECOMM-477462,https://www.carrefour.es/supermercado/bola-efervescente-con-aroma-becasan-nature-1-ud/R-VC4AECOMM-477462/p,Bola efervescente con aroma Becasan Nature 1 ud.,2.45,13.61 €/kg,,Sales de Baño,https://static.carrefour.es/hd_350x_/img_pim_food/477462_00_1.jpg
prod231537,https://www.carrefour.es/supermercado/melon-piel-de-sapo-carrefour-3-kg-aprox/R-prod231537/p,Melón piel de sapo Carrefour 3 kg aprox,5.22,1.74 €/kg,Carrefour,Sandías y Melones,https://static.carrefour.es/hd_350x_/img_pim_food/284862_00_1.jpg
817316607,https://www.carrefour.es/supermercado/melon-piel-de-sapo-selecta-45-kg-aprox/R-817316607/p,"Melón piel de sapo selecta 4,5 kg aprox",10.3,2.29 €/kg,,Sandías y Melones,https://static.carrefour.es/hd_350x_/img_pim_food/917957_00_1.jpg
2002618485,https://www.carrefour.es/supermercado/gel-champu-original-denenes-600-ml/R-521002487/p,Gel champú Original Denenes 600 ml.,4.15,0.69 €/100ml,,Jabón Líquido,https://static.carrefour.es/hd_350x_/img_pim_food/001443_00_1.jpg
VC4AECOMM-225784,https://www.carrefour.es/supermercado/jabon-liquido-ultra-suave-con-aloe-vera-para-cuerpo-y-cabello-nenuco-1100-ml/R-VC4AECOMM-225784/p,Jabón líquido ultra suave con aloe vera para cuerpo y cabello Nenuco 1100 ml.,5.19,0.47 €/100ml,,Jabón Líquido,https://static.carrefour.es/hd_350x_/img_pim_food/225784_00_1.jpg
VC4A-19248078,https://www.carrefour.es/supermercado/gel-champu-felices-suenos-denenes-600-ml/R-521002493/p,Gel Champú Felices Sueños Denenes 600 ml.,4.25,0.85 €/100ml,,Jabón Líquido,https://static.carrefour.es/hd_350x_/img_pim_food/554097_00_1.jpg
2002870052,https://www.carrefour.es/supermercado/gel-dermo-limpiador-mustela-750-ml/R-590504186/p,Gel Dermo-Limpiador Mustela 750 ml,13.45,1.79 €/100ml,,Jabón Líquido,https://static.carrefour.es/hd_350x_/img_pim_food/259369_00_1.jpg
VC4AECOMM-154082,https://www.carrefour.es/supermercado/gel-de-bano-y-champu-ricitos-de-oro-lavanda-y-lechuga-grisi-500-ml/R-VC4AECOMM-154082/p,Gel de baño y Champú ricitos de oro lavanda y lechuga Grisi 500 ml.,3.79,0.76 €/100ml,,Jabón Líquido,https://static.carrefour.es/hd_350x_/img_pim_food/154082_00_1.jpg
VC4AECOMM-305915,https://www.carrefour.es/supermercado/gel-champu-my-carrefour-baby-750-ml/R-VC4AECOMM-305915/p,Gel champú My Carrefour Baby 750 ml.,3.79,0.51 €/100ml,Carrefour,Jabón Líquido,https://static.carrefour.es/hd_350x_/img_pim_food/305915_00_1.jpg
2002870084,https://www.carrefour.es/supermercado/gel-de-bano-suave-cuerpo-y-cabello-mustella-500-ml/R-590507872/p,Gel de baño suave cuerpo y cabello Mustella 500 ml.,12.15,2.43 €/100ml,,Jabón Líquido,https://static.carrefour.es/hd_350x_/img_pim_food/545923_00_1.jpg
VC4A-14232128,https://www.carrefour.es/supermercado/gel-de-bano-con-espuma-con-aguacate-mustela-750-ml/R-590507874/p,Gel de baño con espuma con aguacate Mustela 750 ml.,12.75,1.70 €/100ml,,Jabón Líquido,https://static.carrefour.es/hd_350x_/img_pim_food/545934_00_1.jpg
VC4AECOMM-225783,https://www.carrefour.es/supermercado/jabon-para-bano-con-leche-de-almendras-dulces-para-cuerpo-y-cabello-nenuco-650-ml/R-VC4AECOMM-225783/p,Jabón para baño con leche de almendras dulces para cuerpo y cabello Nenuco 650 ml.,3.85,0.59 €/100ml,,Jabón Líquido,https://static.carrefour.es/hd_350x_/img_pim_food/225783_00_1.jpg
VC4A-3295525,https://www.carrefour.es/supermercado/gel-suave-sin-jabon-bebe-instituto-espanol-500-ml/R-prod590201/p,Gel suave sin jabón bebé Instituto Español 500 ml.,5.75,1.15 €/100ml,,Jabón Líquido,https://static.carrefour.es/hd_350x_/img_pim_food/838123_00_1.jpg
596001511,https://www.carrefour.es/supermercado/bao-espleti-baby-sebam1000/R-596001511/p,BA?O ESP.LETI BABY SEBAM1000,18.49,1.85 €/100ml,,Jabón Líquido,https://static.carrefour.es/hd_350x_/img_pim_food/114914_00_1.jpg
VC4AECOMM-173416,https://www.carrefour.es/supermercado/gel-de-bano-delicado-para-bebe-natural-sensation-0m-chicco-500-ml/R-VC4AECOMM-173416/p,Gel de baño delicado para bebé Natural Sensation 0m+ Chicco 500 ml.,11.75,2.35 €/100ml,,Jabón Líquido,https://static.carrefour.es/hd_350x_/img_pim_food/173416_00_1.jpg
VC4AECOMM-083628,https://www.carrefour.es/supermercado/pechuga-de-pollo-al-natural-classic-carrefour-pack-de-2-unidades-de-52-g/R-VC4AECOMM-083628/p,Pechuga de pollo al natural Classic Carrefour pack de 2 unidades de 52 g.,2.09,24.88 €/kg,Carrefour,Conservas de Carne,https://static.carrefour.es/hd_350x_/img_pim_food/083628_00_1.jpg
521006543,https://www.carrefour.es/supermercado/salchichas-cocktail-ahumadas-sensation-carrefour-250-g/R-521006543/p,Salchichas Cocktail ahumadas Sensation Carrefour 250 g.,2.45,9.80 €/kg,Carrefour,Conservas de Carne,https://static.carrefour.es/hd_350x_/img_pim_food/230428_00_1.jpg
698102886,https://www.carrefour.es/supermercado/crema-de-jamon-york-iberitos-250-g/R-698102886/p,Crema de jamón york Iberitos 250 g.,2.45,9.80 €/kg,,Conservas de Carne,https://static.carrefour.es/hd_350x_/img_pim_food/324208_00_1.jpg
521006541,https://www.carrefour.es/supermercado/salchichas-ahumadas-tipo-frankfurter-original-carrefour-250-g/R-521006541/p,Salchichas ahumadas tipo Frankfurter Original Carrefour 250 g.,2.25,9 €/kg,Carrefour,Conservas de Carne,https://static.carrefour.es/hd_350x_/img_pim_food/230427_00_1.jpg
521006547,https://www.carrefour.es/supermercado/salchichas-tipo-bockwurst-ahumadas-original-carrefour-250-g/R-521006547/p,Salchichas tipo Bockwurst ahumadas Original Carrefour 250 g.,1.99,7.96 €/kg,Carrefour,Conservas de Carne,https://static.carrefour.es/hd_350x_/img_pim_food/230431_00_1.jpg
prod69918,https://www.carrefour.es/supermercado/magro-de-cerdo-cocido-iberitos-lata-de-200-g/R-prod69918/p,Magro de cerdo cocido Iberitos lata de 200 g.,2.79,13.95 €/kg,,Conservas de Carne,https://static.carrefour.es/hd_350x_/img_pim_food/981306_00_1.jpg
VC4AECOMM-083697,https://www.carrefour.es/supermercado/pechuga-de-pollo-en-aceite-classic-carrefour-pack-de-2-unidades-de-52-g/R-VC4AECOMM-083697/p,Pechuga de pollo en aceite Classic Carrefour pack de 2 unidades de 52 g.,2.09,24.88 €/kg,Carrefour,Conservas de Carne,https://static.carrefour.es/hd_350x_/img_pim_food/083697_00_1.jpg
